YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NDC9,PRODUCT_NDC,LAUNCH_YEAR,NPROPNAME,PROPNAME,GENERIC_DRUG_IND_CODE,THER_CLASS,LABELERNAME,DOSAGE_FORM,ACTIVE_STRENGTH,ACTIVE_STRENGTH_UNIT,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM
2018,NDC, 37 ,083177600,NA,NA,GLUCOSE BLOOD,GLUCOCARD VITAL TEST,Brand,Miscellaneous Products,ARKRAY USA,STRIP,W/DEVICE,NA,Commercial, 11 ,$667.62,$60.69,$18.04,$0.51,$0.19, 37 , 25.0 , 35.4 , 19.2 , 50.0 , 93.2 , 80.1 ,$0.00,$7.84,$10.34,$289.91,$9.98,$10.21,$14.52,$377.71,$11.91,$18.04,$13.24,$667.62
2018,NDC, 37 ,658620028,65862-028,2007,GLYBURIDE,GLYBURIDE,Generic,Endocrine and Metabolic Drugs,AUROBINDO PHARMA,TABLET,1.25,MG,Commercial, 17 ,$516.51,$30.38,$13.96,$0.18,$0.13, 37 , 90.0 , 77.0 , 25.7 , 90.0 , 110.9 , 77.2 ,$3.36,$6.05,$7.80,$223.90,$6.70,$7.90,$9.19,$292.25,$11.17,$13.96,$10.46,$516.51
2018,NDC, 37 ,658620028,65862-028,2007,GLYBURIDE,GLYBURIDE,Generic,Endocrine and Metabolic Drugs,AUROBINDO PHARMA,TABLET,1.25,MG,Medicare, 13 ,$470.83,$36.22,$12.73,$0.22,$0.13, 37 , 30.0 , 58.4 , 31.3 , 90.0 , 94.5 , 92.0 ,$0.00,$5.87,$11.48,$217.09,$4.42,$6.86,$6.34,$253.74,$10.48,$12.73,$10.66,$470.83
2018,NDC, 37 ,504280298,NA,NA,GUAIFENESIN,CVS CHEST CONGESTION RELIEF,Brand,Respiratory Agents,CVS PHARMACY HEALTHCARE SERV,TABLET,400,MG,Minnesota Health Care Programs, 28 ,$260.40,$9.30,$7.04,$0.47,$0.12, 37 , 10.0 , 14.9 , 10.8 , 40.0 , 56.9 , 48.1 ,$4.74,$6.71,$5.49,$248.40,$0.00,$0.32,$0.47,$12.00,$5.51,$7.04,$5.38,$260.40
2018,NDC, 37 ,548380138,54838-138,2005,GUAIFENESIN,DIABETIC SILTUSSIN DAS-NA,Brand,Respiratory Agents,SILARX,LIQUID,100,MG/5ML,Minnesota Health Care Programs, 14 ,$177.53,$12.68,$4.80,$0.37,$0.02, 37 , 12.0 , 13.0 , 9.7 , 118.0 , 267.9 , 172.9 ,$4.25,$4.47,$1.43,$165.53,$0.00,$0.32,$0.47,$12.00,$4.25,$4.80,$1.15,$177.53
2018,NDC, 37 ,001210581,0121-0581,2009,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,Generic,Central Nervous System Drugs,PHARMACEUTICAL ASSOCIATES,CONCENTRATE,2,MG/ML,Commercial, 29 ,$386.48,$13.33,$10.45,$0.46,$0.11, 37 , 30.0 , 22.9 , 19.7 , 60.0 , 94.8 , 97.2 ,$4.03,$7.87,$9.73,$291.35,$0.00,$1.36,$2.99,$50.17,$6.98,$10.45,$10.09,$386.48
2018,NDC, 37 ,581600821,58160-821,2007,HEPATITIS B VACCINE (RECOMB),ENGERIX-B,Brand,Biologicals,GLAXO SMITH KLINE,SUSPENSION,20,MCG/ML,Medicare, 27 ,"$3,145.46",$116.50,$85.01,$15.20,$80.65, 37 , 1.0 , 5.6 , 10.6 , 1.0 , 1.1 , 0.2 ,$46.71,$47.67,$46.11,"$1,763.91",$16.70,$37.34,$39.23,"$1,381.55",$78.18,$85.01,$38.72,"$3,145.46"
2018,NDC, 37 ,643800736,64380-736,2013,HYDRALAZINE HCL,HYDRALAZINE HCL,Generic,Cardiovascular Agents,STRIDES PHARMA,TABLET,100,MG,Commercial, 19 ,$947.32,$49.86,$25.60,$0.58,$0.17, 37 , 30.0 , 44.0 , 28.3 , 120.0 , 150.6 , 97.3 ,$14.33,$17.51,$13.32,$647.86,$0.00,$5.66,$9.95,$209.37,$24.49,$25.60,$15.09,$947.32
2018,NDC, 37 ,643800736,64380-736,2013,HYDRALAZINE HCL,HYDRALAZINE HCL,Generic,Cardiovascular Agents,STRIDES PHARMA,TABLET,100,MG,Minnesota Health Care Programs, 13 ,$867.01,$66.69,$23.43,$0.83,$0.33, 37 , 30.0 , 28.2 , 6.0 , 84.0 , 71.4 , 23.3 ,$10.05,$22.64,$68.51,$837.52,$0.00,$0.76,$1.64,$28.00,$11.58,$23.43,$68.35,$867.01
2018,NDC, 37 ,758340126,75834-126,2017,HYDRALAZINE HCL,HYDRALAZINE HCL,Generic,Cardiovascular Agents,NIVAGEN PHARMACEUTICALS,TABLET,25,MG,Medicare, 28 ,$400.56,$14.31,$10.83,$0.20,$0.06, 37 , 30.0 , 53.7 , 31.2 , 120.0 , 178.0 , 154.2 ,$4.01,$4.49,$5.37,$166.12,$4.16,$6.33,$7.58,$234.24,$8.85,$10.83,$6.60,$400.56
2018,NDC, 37 ,422910406,42291-406,2018,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,Generic,Central Nervous System Drugs,AVKARE,CAPSULE,25,MG,Medicare, 32 ,$536.35,$16.76,$14.50,$0.57,$0.14, 37 , 30.0 , 25.5 , 14.3 , 90.0 , 105.1 , 71.4 ,$9.54,$12.66,$12.04,$468.32,$1.25,$1.84,$2.90,$68.03,$10.79,$14.50,$11.45,$536.35
2018,NDC, 37 ,001130647,0113-0647,1991,IBUPROFEN,GOODSENSE IBUPROFEN,Generic,Analgesics and Anesthetics,PERRIGO,TABLET,200,MG,Minnesota Health Care Programs, 31 ,$116.95,$3.77,$3.16,$0.22,$0.04, 37 , 12.0 , 14.2 , 10.3 , 100.0 , 88.8 , 47.1 ,$2.92,$2.89,$1.15,$106.95,$0.00,$0.27,$0.45,$10.00,$2.92,$3.16,$1.29,$116.95
2018,NDC, 37 ,004721763,0472-1763,2018,IBUPROFEN,IBUPROFEN CHILDRENS,Brand,Analgesics and Anesthetics,ACTAVIS MID ATLANTIC,SUSPENSION,100,MG/5ML,Minnesota Health Care Programs, 35 ,$171.69,$4.91,$4.64,$0.64,$0.03, 37 , 6.0 , 7.2 , 3.4 , 120.0 , 134.9 , 49.8 ,$4.12,$4.64,$2.40,$171.69,$0.00,$0.00,$0.00,$0.00,$4.12,$4.64,$2.40,$171.69
2018,NDC, 37 ,431690946,NA,NA,INSULIN INFUSION PUMP,MINIMED 670G INSULIN PUMP,Brand,Miscellaneous Products,MEDTRONIC MINIMED,DEVICE,NA,NA,Commercial, 37 ,"$282,032.27","$7,622.49","$7,622.49",$241.05,"$7,622.49", 37 , 30.0 , 31.6 , 9.9 , 1.0 , 1.0 , -   ,"$7,592.52","$7,619.52",$40.00,"$281,922.27",$0.00,$2.97,$4.95,$110.00,"$7,592.52","$7,622.49",$41.29,"$282,032.27"
2018,NDC, 37 ,082905930,NA,NA,"INSULIN SYRINGE/NEEDLE U,100",BD INSULIN SYRINGE,Brand,Miscellaneous Products,BD DIABETES CARE,MISCELLANEOUS,"29G X 1/2""",1 ML,Minnesota Health Care Programs, 11 ,$988.59,$89.87,$26.72,$1.15,$0.41, 37 , 30.0 , 23.3 , 11.7 , 60.0 , 64.6 , 37.9 ,$23.76,$26.72,$15.41,$988.59,$0.00,$0.00,$0.00,$0.00,$23.76,$26.72,$15.41,$988.59
2018,NDC, 37 ,084963055,NA,NA,"INSULIN SYRINGE/NEEDLE U,100",EASY TOUCH INSULIN SYRINGE,Brand,Miscellaneous Products,MHC MEDICAL PRODUCTS,MISCELLANEOUS,"30G X 1/2""",0.5 ML,Medicare, 14 ,"$1,126.70",$80.48,$30.45,$0.73,$0.21, 37 , 33.0 , 41.8 , 21.0 , 100.0 , 146.8 , 91.9 ,$20.26,$21.22,$19.15,$785.07,$3.70,$9.10,$17.02,$336.84,$22.79,$30.45,$24.70,"$1,126.70"
2018,NDC, 37 ,589800811,58980-811,2001,"IODOQUINOL,HC",DERMAZENE,Generic,Topical Products,STRATUS PHARMACEUTICALS,CREAM,1-1,%,Commercial, 26 ,"$3,510.78",$135.03,$94.89,$3.43,$2.33, 37 , 14.0 , 27.7 , 25.4 , 28.4 , 40.7 , 22.8 ,$68.21,$77.70,$66.30,"$2,874.77",$10.00,$17.19,$17.90,$636.01,$79.34,$94.89,$62.85,"$3,510.78"
2018,NDC, 37 ,597460449,59746-449,2015,IRBESARTAN,IRBESARTAN,Generic,Cardiovascular Agents,CADISTA,TABLET,300,MG,Commercial, 29 ,"$1,230.07",$42.42,$33.25,$0.40,$0.38, 37 , 90.0 , 82.7 , 19.2 , 90.0 , 87.6 , 29.5 ,$5.38,$16.30,$16.46,$603.28,$20.00,$16.94,$13.37,$626.79,$33.66,$33.25,$14.62,"$1,230.07"
2018,NDC, 37 ,007811635,0781-1635,1988,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,Generic,Cardiovascular Agents,SANDOZ,TABLET,5,MG,Minnesota Health Care Programs, 12 ,"$1,446.40",$120.53,$39.09,$1.40,$0.71, 37 , 30.0 , 27.8 , 6.0 , 60.0 , 55.0 , 21.7 ,$42.79,$37.69,$15.04,"$1,394.52",$0.00,$1.32,$2.32,$49.00,$42.79,$39.09,$14.31,"$1,446.40"
2018,NDC, 37 ,623320039,62332-039,2018,LAMOTRIGINE,LAMOTRIGINE,Generic,Neuromuscular Drugs,ALEMBIC PHARMACEUTICALS,TABLET,150,MG,Commercial, 22 ,$649.44,$29.52,$17.55,$0.32,$0.24, 37 , 30.0 , 54.3 , 29.9 , 60.0 , 73.8 , 49.3 ,$0.00,$4.43,$21.87,$163.78,$4.70,$13.13,$34.70,$485.66,$5.24,$17.55,$39.66,$649.44
2018,NDC, 37 ,680010111,68001-111,2013,LANSOPRAZOLE,LANSOPRAZOLE,Generic,Gastrointestinal Products,BLUE POINT LABORATORIES,CAPSULE DELAYED RELEASE,15,MG,Medicare, 11 ,"$1,117.58",$101.60,$30.20,$0.86,$0.68, 37 , 30.0 , 35.3 , 19.6 , 30.0 , 44.2 , 22.0 ,$18.48,$16.38,$12.26,$606.00,$10.92,$13.83,$13.14,$511.58,$25.04,$30.20,$10.58,"$1,117.58"
2018,NDC, 37 ,000934145,0093-4145,2013,LEVALBUTEROL HCL,LEVALBUTEROL HCL,Generic,Respiratory Agents,TEVA PHARMACEUTICALS USA,NEBULIZATION SOLUTION,0.31,MG/3ML,Minnesota Health Care Programs, 17 ,"$4,620.45",$271.79,$124.88,$7.86,$0.81, 37 , 10.0 , 15.9 , 10.2 , 72.0 , 153.7 , 134.9 ,$85.24,$114.63,$115.48,"$4,241.40",$0.00,$0.03,$0.16,$1.00,$85.24,$124.88,$118.92,"$4,620.45"
2018,NDC, 37 ,003786993,0378-6993,2009,LEVALBUTEROL HCL,LEVALBUTEROL HCL,Generic,Respiratory Agents,MYLAN,NEBULIZATION SOLUTION,1.25,MG/0.5ML,Commercial, 26 ,"$7,594.45",$292.09,$205.26,$13.88,$4.60, 37 , 10.0 , 14.8 , 11.6 , 30.0 , 44.6 , 24.1 ,$148.07,$191.22,$118.72,"$7,075.23",$10.00,$14.03,$27.50,$519.22,$151.96,$205.26,$114.57,"$7,594.45"
2018,NDC, 37 ,605053280,60505-3280,2011,LEVETIRACETAM,LEVETIRACETAM ER,Generic,Neuromuscular Drugs,APOTEX,TABLET EXTENDED RELEASE 24 HOUR,500,MG,Medicare, 17 ,"$2,443.72",$143.75,$66.05,$1.04,$0.48, 37 , 90.0 , 63.6 , 30.7 , 120.0 , 137.0 , 100.9 ,$0.00,$20.21,$32.73,$747.76,$23.55,$45.84,$51.58,"$1,695.96",$57.87,$66.05,$48.85,"$2,443.72"
2018,NDC, 37 ,658620245,65862-245,2009,LEVETIRACETAM,LEVETIRACETAM,Generic,Neuromuscular Drugs,AUROBINDO PHARMA,TABLET,250,MG,Commercial, 19 ,$650.95,$34.26,$17.59,$0.54,$0.17, 37 , 30.0 , 32.8 , 24.5 , 98.0 , 103.6 , 89.9 ,$1.89,$8.61,$16.98,$318.61,$3.54,$7.06,$8.21,$261.35,$12.34,$17.59,$18.01,$650.95
2018,NDC, 37 ,167140809,16714-809,2016,LEVONORGESTREL (EMERGENCY OC),NEW DAY,Generic,Endocrine and Metabolic Drugs,NORTHSTAR RX,TABLET,1.5,MG,Minnesota Health Care Programs, 31 ,"$3,283.45",$105.92,$88.74,$84.19,$86.41, 37 , 1.0 , 1.1 , 0.2 , 1.0 , 1.0 , 0.2 ,$22.83,$88.74,$150.98,"$3,283.45",$0.00,$0.00,$0.00,$0.00,$22.83,$88.74,$150.98,"$3,283.45"
2018,NDC, 37 ,167140366,16714-366,2015,"LEVONORGESTREL,ETHINYL ESTRADIOL (91,DAY)",SETLAKIN,Generic,Endocrine and Metabolic Drugs,NORTHSTAR RX,TABLET,0.15-0.03,MG,Medicare, 20 ,"$1,978.63",$98.93,$53.48,$0.59,$0.59, 37 , 91.0 , 91.0 , -   , 91.0 , 91.0 , -   ,$44.87,$53.16,$14.72,"$1,966.93",$0.00,$0.32,$0.83,$11.70,$44.87,$53.48,$14.86,"$1,978.63"
2018,NDC, 37 ,525440295,52544-295,2011,"LEVONORGESTREL,ETHINYL ESTRADIOL (CONTINUOUS)",AMETHYST,Generic,Endocrine and Metabolic Drugs,ACTAVIS PHARMA,TABLET,90-20,MCG,Minnesota Health Care Programs, 16 ,"$3,056.36",$191.02,$82.60,$1.42,$1.35, 37 , 84.0 , 58.3 , 28.3 , 84.0 , 61.3 , 32.2 ,$99.05,$82.60,$42.91,"$3,056.36",$0.00,$0.00,$0.00,$0.00,$99.05,$82.60,$42.91,"$3,056.36"
2018,NDC, 37 ,422920039,42292-039,2017,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,Generic,Endocrine and Metabolic Drugs,MYLAN INSTITUTIONAL,TABLET,112,MCG,Commercial, 35 ,"$1,341.88",$38.34,$36.27,$0.50,$0.45, 37 , 90.0 , 73.1 , 28.5 , 90.0 , 79.8 , 40.6 ,$6.94,$14.46,$17.00,$534.92,$14.74,$19.81,$16.87,$732.88,$36.17,$36.27,$20.05,"$1,341.88"
2018,NDC, 37 ,425710111,42571-111,2012,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,Generic,Cardiovascular Agents,MICRO LABORATORIES,TABLET,50,MG,Commercial, 19 ,$253.59,$13.35,$6.85,$0.12,$0.09, 37 , 30.0 , 59.2 , 30.4 , 30.0 , 75.0 , 66.5 ,$0.00,$0.14,$0.88,$5.35,$4.43,$6.71,$5.00,$248.24,$4.65,$6.85,$4.88,$253.59
2018,NDC, 37 ,316040017,NA,NA,MAGNESIUM,MAGNESIUM,Generic,Nutritional Products,PHARMAVITE,TABLET,250,MG,Commercial, 12 ,$79.15,$6.60,$2.14,$0.04,$0.03, 37 , 50.0 , 56.1 , 27.4 , 90.0 , 79.5 , 43.7 ,$1.16,$1.70,$1.47,$62.96,$0.00,$0.44,$0.74,$16.19,$1.73,$2.14,$1.10,$79.15
2018,NDC, 37 ,504288509,NA,NA,MAGNESIUM OXIDE (MG SUPPLEMENT),CVS MAGNESIUM OXIDE,Brand,Nutritional Products,CVS PHARMACY HEALTHCARE SERV,TABLET,500,MG,Minnesota Health Care Programs, 14 ,$113.61,$8.12,$3.07,$0.11,$0.05, 37 , 30.0 , 28.3 , 5.3 , 60.0 , 67.5 , 35.0 ,$3.30,$2.92,$1.37,$107.91,$0.00,$0.15,$0.41,$5.70,$3.30,$3.07,$1.19,$113.61
2018,NDC, 37 ,000064681,0006-4681,1971,"MEASLES, MUMPS, RUBELLA VIRUS VACCINES",M-M-R II,Brand,Biologicals,MERCK SHARP & DOHME,SOLUTION RECONSTITUTED,1000; 12500; 1000,[TCID_50]/.5ML; [TCID_50]/.5ML; [TCID_50]/.5ML,Medicare, 33 ,"$3,792.39",$114.92,$102.50,$39.92,$97.24, 37 , 1.0 , 2.6 , 6.6 , 1.0 , 1.1 , 0.2 ,$16.07,$34.22,$39.86,"$1,266.13",$50.00,$68.28,$48.89,"$2,526.26",$93.92,$102.50,$40.25,"$3,792.39"
2018,NDC, 37 ,473350321,47335-321,2015,MEMANTINE HCL,MEMANTINE HCL,Generic,Misc Psychotherapeutic/Neurolog,SUN PHARMACEUTICALS,TABLET,5,MG,Minnesota Health Care Programs, 21 ,$581.13,$27.67,$15.71,$0.64,$0.30, 37 , 30.0 , 24.7 , 8.4 , 60.0 , 51.9 , 31.3 ,$11.60,$14.91,$7.80,$551.81,$0.00,$0.76,$1.36,$28.00,$11.72,$15.71,$8.25,$581.13
2018,NDC, 37 ,683820484,68382-484,2016,MESALAMINE,MESALAMINE,Generic,Gastrointestinal Products,ZYDUS PHARMACEUTICALS (USA),TABLET DELAYED RELEASE,800,MG,Minnesota Health Care Programs, 18 ,"$21,553.86","$1,197.44",$582.54,$21.17,$5.71, 37 , 30.0 , 27.5 , 6.0 , 120.0 , 102.0 , 36.4 ,$646.07,$581.80,$216.34,"$21,526.55",$0.00,$0.57,$1.26,$21.00,$646.07,$582.54,$216.24,"$21,553.86"
2018,NDC, 37 ,681800337,68180-337,2011,METFORMIN HCL,METFORMIN HCL ER (OSM),Generic,Endocrine and Metabolic Drugs,LUPIN PHARMACEUTICALS,TABLET EXTENDED RELEASE 24 HOUR,1000,MG,Minnesota Health Care Programs, 15 ,"$18,411.26","$1,227.42",$497.60,$16.59,$9.03, 37 , 30.0 , 30.0 , -   , 60.0 , 55.1 , 11.2 ,$477.09,$459.54,$170.02,"$17,003.16",$0.00,$5.34,$22.17,$197.61,$490.08,$497.60,$110.93,"$18,411.26"
2018,NDC, 37 ,572370102,57237-102,2007,METOPROLOL TARTRATE,METOPROLOL TARTRATE,Generic,Cardiovascular Agents,RISING PHARMACEUTICALS,TABLET,100,MG,Commercial, 12 ,$420.53,$35.04,$11.37,$0.25,$0.09, 37 , 30.0 , 46.1 , 29.8 , 60.0 , 129.1 , 107.0 ,$1.85,$4.64,$5.66,$171.77,$1.73,$5.66,$7.82,$209.40,$7.07,$11.37,$10.40,$420.53
2018,NDC, 37 ,001850149,0185-0149,2002,MIDODRINE HCL,MIDODRINE HCL,Generic,Cardiovascular Agents,SANDOZ,TABLET,10,MG,Minnesota Health Care Programs, 24 ,"$2,748.35",$114.51,$74.28,$2.72,$0.96, 37 , 30.0 , 27.3 , 6.3 , 90.0 , 77.1 , 25.5 ,$75.58,$68.78,$28.10,"$2,544.75",$0.00,$0.70,$1.65,$26.00,$80.36,$74.28,$29.28,"$2,748.35"
2018,NDC, 37 ,576640501,57664-501,2004,MIRTAZAPINE,MIRTAZAPINE,Generic,Central Nervous System Drugs,SUN PHARMACEUTICALS,TABLET,45,MG,Commercial, 24 ,$721.23,$30.05,$19.49,$0.37,$0.41, 37 , 30.0 , 52.7 , 29.5 , 30.0 , 47.8 , 27.8 ,$1.72,$6.96,$13.25,$257.68,$10.00,$11.98,$12.63,$443.17,$14.10,$19.49,$15.31,$721.23
2018,NDC, 37 ,519910943,51991-943,2017,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,Generic,Anti-Infective Agents,BRECKENRIDGE,TABLET,400,MG,Commercial, 17 ,"$3,520.55",$207.09,$95.15,$4.31,$4.24, 37 , 28.0 , 22.1 , 8.9 , 28.0 , 22.4 , 8.8 ,$73.57,$82.91,$65.54,"$3,067.70",$10.00,$12.24,$17.23,$452.85,$85.90,$95.15,$60.44,"$3,520.55"
2018,NDC, 37 ,632759901,NA,NA,NALTREXONE HCL (BULK),NALTREXONE HCL,Brand,Miscellaneous Products,B & B PHARMACEUTICALS,POWDER,NA,NA,Commercial, 17 ,"$2,119.14",$124.66,$57.27,$1.21,$1.14, 37 , 30.0 , 47.4 , 28.2 , 30.0 , 50.0 , 28.5 ,$0.00,$19.83,$29.77,$733.64,$32.75,$37.45,$37.24,"$1,385.50",$34.38,$57.27,$32.62,"$2,119.14"
2018,NDC, 37 ,000930148,0093-0148,1993,NAPROXEN,NAPROXEN,Generic,Analgesics and Anesthetics,TEVA PHARMACEUTICALS USA,TABLET,375,MG,Minnesota Health Care Programs, 26 ,$156.91,$6.04,$4.24,$0.17,$0.09, 37 , 30.0 , 25.0 , 7.5 , 60.0 , 47.5 , 15.6 ,$3.37,$3.45,$1.67,$127.70,$1.00,$0.79,$1.01,$29.21,$4.37,$4.24,$1.32,$156.91
2018,NDC, 37 ,537460188,53746-188,2010,NAPROXEN,NAPROXEN,Generic,Analgesics and Anesthetics,AMNEAL PHARMACEUTICALS,TABLET,250,MG,Commercial, 23 ,$202.47,$8.80,$5.47,$0.19,$0.08, 37 , 30.0 , 28.6 , 17.3 , 60.0 , 70.2 , 74.7 ,$0.00,$1.24,$3.79,$46.01,$3.34,$4.22,$4.30,$156.14,$3.34,$5.47,$7.36,$202.47
2018,NDC, 37 ,621750322,62175-322,2017,NIACIN (ANTIHYPERLIPIDEMIC),NIACIN ER (ANTIHYPERLIPIDEMIC),Generic,Cardiovascular Agents,KREMERS URBAN,TABLET EXTENDED RELEASE,1000,MG,Medicare, 20 ,"$5,213.05",$260.65,$140.89,$2.96,$2.64, 37 , 30.0 , 47.6 , 28.0 , 31.0 , 53.4 , 26.9 ,$100.05,$110.23,$95.88,"$4,078.67",$20.00,$26.32,$32.38,$974.02,$123.89,$140.89,$98.99,"$5,213.05"
2018,NDC, 37 ,003630734,0363-0734,2013,NICOTINE POLACRILEX,NICOTINE MINI,Generic,Misc Psychotherapeutic/Neurolog,WALGREENS,LOZENGE,2,MG,Commercial, 21 ,"$1,528.60",$72.79,$41.31,$4.62,$0.33, 37 , 6.0 , 8.9 , 6.4 , 81.0 , 124.8 , 49.0 ,$31.12,$41.31,$18.27,"$1,528.60",$0.00,$0.00,$0.00,$0.00,$31.12,$41.31,$18.27,"$1,528.60"
2018,NDC, 37 ,372050967,37205-967,2007,NICOTINE POLACRILEX,NICOTINE POLACRILEX,Generic,Misc Psychotherapeutic/Neurolog,LEADER BRAND PRODUCTS,GUM,2,MG,Minnesota Health Care Programs, 13 ,"$1,148.28",$88.33,$31.03,$5.22,$0.31, 37 , 5.0 , 5.9 , 2.8 , 100.0 , 101.4 , 3.5 ,$29.22,$31.03,$6.14,"$1,148.28",$0.00,$0.00,$0.00,$0.00,$29.22,$31.03,$6.14,"$1,148.28"
2018,NDC, 37 ,693150211,69315-211,2016,NIFEDIPINE,NIFEDIPINE,Generic,Cardiovascular Agents,LEADING PHARMA,CAPSULE,10,MG,Minnesota Health Care Programs, 22 ,"$1,894.48",$86.11,$51.20,$2.19,$0.71, 37 , 30.0 , 23.4 , 9.8 , 90.0 , 72.5 , 29.4 ,$55.11,$48.51,$21.53,"$1,794.96",$1.00,$1.83,$2.74,$67.85,$55.85,$51.20,$21.25,"$1,894.48"
2018,NDC, 37 ,005913686,0591-3686,2015,NITROFURANTOIN (MACROCRYSTALS),NITROFURANTOIN MACROCRYSTAL,Generic,Anti-Infective Agents,ACTAVIS PHARMA,CAPSULE,100,MG,Commercial, 33 ,$842.25,$25.52,$22.76,$1.27,$1.10, 37 , 7.0 , 18.0 , 23.8 , 14.0 , 20.7 , 11.6 ,$1.72,$8.25,$12.46,$305.07,$10.00,$14.07,$11.94,$520.42,$20.85,$22.76,$14.76,$842.25
2018,NDC, 37 ,504580178,50458-178,1984,"NORETHINDRONE,ETH ESTRADIOL (TRIPHASIC)",ORTHO-NOVUM 7/7/7 (28),Brand,Endocrine and Metabolic Drugs,JANSSEN,TABLET,0.5/0.75/1-35,MG-MCG,Commercial, 11 ,"$3,335.99",$303.27,$90.16,$1.28,$1.31, 37 , 84.0 , 70.4 , 24.4 , 84.0 , 68.9 , 25.2 ,$0.00,$36.17,$47.01,"$1,338.13",$39.28,$54.00,$41.53,"$1,997.86",$109.01,$90.16,$31.52,"$3,335.99"
2018,NDC, 37 ,695430380,69543-380,2018,OLANZAPINE,OLANZAPINE,Generic,Central Nervous System Drugs,VIRTUS PHARMACEUTICALS,TABLET,2.5,MG,Commercial, 21 ,$535.95,$25.52,$14.49,$0.40,$0.27, 37 , 30.0 , 36.0 , 25.2 , 31.0 , 53.9 , 35.1 ,$5.09,$10.00,$12.48,$369.92,$0.26,$3.57,$8.66,$131.91,$7.99,$14.49,$16.31,$535.95
2018,NDC, 37 ,623320150,62332-150,2017,"OLMESARTAN MEDOXMIL, HYDROCHLOROTHIAZIDE",OLMESARTAN MEDOXOMIL-HCTZ,Generic,Cardiovascular Agents,ALEMBIC PHARMACEUTICALS,TABLET,40-12.5,MG,Commercial, 15 ,"$3,293.01",$219.53,$89.00,$1.35,$1.32, 37 , 90.0 , 65.8 , 29.7 , 90.0 , 67.5 , 34.9 ,$25.96,$71.43,$81.36,"$2,642.80",$10.00,$17.57,$18.07,$650.21,$30.90,$89.00,$86.11,"$3,293.01"
2018,NDC, 37 ,620110157,62011-0157,2012,OMEPRAZOLE,HM OMEPRAZOLE,Brand,Gastrointestinal Products,MCKESSON,TABLET DELAYED RELEASE,20,MG,Minnesota Health Care Programs, 11 ,$550.17,$50.02,$14.87,$0.54,$0.51, 37 , 28.0 , 27.5 , 2.4 , 28.0 , 29.3 , 6.1 ,$14.31,$13.79,$2.87,$510.17,$0.00,$1.08,$1.55,$40.00,$14.31,$14.87,$2.50,$550.17
2018,NDC, 37 ,003630397,0363-0397,2001,OMEPRAZOLE MAGNESIUM,OMEPRAZOLE MAGNESIUM,Generic,Gastrointestinal Products,WALGREENS,CAPSULE DELAYED RELEASE,20.6 (20 BASE),MG,Minnesota Health Care Programs, 19 ,$91.87,$4.84,$2.48,$0.12,$0.10, 37 , 14.0 , 20.9 , 8.1 , 14.0 , 24.1 , 16.3 ,$1.51,$2.30,$3.64,$85.22,$0.00,$0.18,$0.43,$6.65,$1.51,$2.48,$3.58,$91.87
2018,NDC, 37 ,707101165,70710-1165,2017,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,Generic,Anti-Infective Agents,ZYDUS PHARMACEUTICALS (USA),SUSPENSION RECONSTITUTED,6,MG/ML,Medicare, 37 ,"$5,567.40",$150.47,$150.47,$30.26,$1.82, 37 , 5.0 , 5.0 , 2.6 , 60.0 , 82.7 , 38.3 ,$89.84,$103.13,$86.62,"$3,815.69",$21.30,$40.98,$56.40,"$1,516.41",$113.72,$150.47,$88.84,"$5,567.40"
2018,NDC, 37 ,005271426,0527-1426,2014,OXYCODONE HCL,OXYCODONE HCL,Generic,Analgesics and Anesthetics,LANNETT,CONCENTRATE,100,MG/5ML,Commercial, 21 ,"$7,784.07",$370.67,$210.38,$13.66,$4.22, 37 , 10.0 , 15.4 , 10.0 , 30.0 , 49.9 , 31.3 ,$153.70,$181.36,$126.08,"$6,710.37",$0.00,$12.79,$33.60,$473.21,$167.70,$210.38,$137.44,"$7,784.07"
